a1,a2,a3,a4,a5,a6,a7,a8
04-Mar-2020,0.00122165780681627,0.00138448486018823,0.00170781314339162,0.00217958655935032,0.00428928711710634,0.0049780889082624,0.00669316952271224
03-Mar-2020,0.0012166581698624,0.00137619475958183,0.00170281351651959,0.00217124331437221,0.00425744690494729,0.0048727228133441,0.00672165869283388
02-Mar-2020,0.00126248709532723,0.00143025080819482,0.00176617012438339,0.00225551863032513,0.00420005703087426,0.00521420799065638,0.00688302499380795
28-Feb-2020,0.00108498775757529,0.00122277420359635,0.00151240308409113,0.00192485359573887,0.0035705685266952,0.00460486585216626,0.00626670594637582
27-Feb-2020,0.00119581792752059,0.00135165337181791,0.00166583299989177,0.00212931093276631,0.0039585716601343,0.00497175301487814,0.00662119618436088
26-Feb-2020,0.00119664924556211,0.00135084462058015,0.00166917417090919,0.00209337228436221,0.0038032017283395,0.0051302087019538,0.00662582152965873
25-Feb-2020,0.00119664846932792,0.00135084397984661,0.00160903918982076,0.00207337819268575,0.00391466182062349,0.0049669556291515,0.00659379248132568
24-Feb-2020,0.00119748155131107,0.00135167718381984,0.00160987252033555,0.00205666143557426,0.00381749331122037,0.00505482792833235,0.00660022032511989
21-Feb-2020,0.00119831390827641,0.00135250927990657,0.0016107058045959,0.00204997709606063,0.00379490581084157,0.0050743196264318,0.0066043348398939
20-Feb-2020,0.00119914686203108,0.00135170166565354,0.0016107056273979,0.00206000863781472,0.0038401531622739,0.00501481422234454,0.00660744156058699
19-Feb-2020,0.00119831331190107,0.00135250818438633,0.0016107054368484,0.00204747360229587,0.0037899095962436,0.00487702028085889,0.00635308097382421
18-Feb-2020,0.00119331366025573,0.00134422761122153,0.00160403758780142,0.00204581698747588,0.0037995508182049,0.00493986148977154,0.00628669041944959
14-Feb-2020,0.00119081360300966,0.00134008684557811,0.00160070356058032,0.00206254199390695,0.00390134428487367,0.00487057215928454,0.0062494116691591
13-Feb-2020,0.00119747995815621,0.00134675338070958,0.00160737124615109,0.00205667660335371,0.00384521526255465,0.00484957235625503,0.00632187603840553
12-Feb-2020,0.00119581312684982,0.0013450864803846,0.00160570427939388,0.00204748739013867,0.0038054353916425,0.00491375608908026,0.00630438082127124
11-Feb-2020,0.00119414661844414,0.00134342008245807,0.00160403749066395,0.00206086296799492,0.00386950886882497,0.00486766924447876,0.00627984287463609
10-Feb-2020,0.00119747999788089,0.00134347291039185,0.00160570451909999,0.00207255926844805,0.0039101252353833,0.00478956402845712,0.00630811880453637
